Time,7TBSP,7TBCV,7TA,7TBPV,7P,7S
1/1/2021 00:00:00.000,<null>,<null>,<null>,<null>,<null>,<null>
1/1/2021 01:19:13.150,19.13,<null>,20.49,19.13,<null>,<null>
1/1/2021 03:12:30.472,18.07,<null>,20.49,18.07,<null>,<null>
1/1/2021 03:12:34.490,18.07,<null>,15.87,18.07,<null>,<null>
1/1/2021 03:15:24.243,18.07,<null>,6.77,18.07,<null>,<null>
1/1/2021 03:20:54.724,18.07,<null>,7.8,18.07,<null>,<null>
1/1/2021 03:26:33.254,18.07,<null>,9.07,18.07,<null>,<null>
1/1/2021 03:32:19.829,18.07,<null>,10.13,18.07,<null>,<null>
1/1/2021 03:40:39.089,18.07,<null>,11.35,18.07,<null>,<null>
1/1/2021 03:46:25.708,18.07,<null>,14.23,18.07,<null>,<null>
1/1/2021 03:51:51.210,18.07,<null>,12.8,18.07,<null>,<null>
1/1/2021 03:57:45.713,18.07,<null>,11.66,18.07,<null>,<null>
1/1/2021 04:05:49.923,18.07,<null>,13.03,18.07,<null>,<null>
1/1/2021 04:11:56.598,18.07,<null>,14.37,18.07,<null>,<null>
1/1/2021 04:20:09.855,18.07,<null>,15.39,18.07,<null>,<null>
1/1/2021 04:34:37.757,18.07,<null>,17.28,18.07,<null>,<null>
1/1/2021 06:02:15.279,18.07,<null>,18.29,18.07,<null>,<null>
1/1/2021 06:50:01.694,19.1,<null>,18.29,19.1,<null>,<null>
1/1/2021 07:26:21.037,20.11,<null>,18.29,20.11,<null>,<null>
1/1/2021 09:28:54.456,19.1,<null>,18.29,19.1,<null>,<null>
1/1/2021 11:01:30.190,19.1,<null>,19.29,19.1,<null>,<null>
1/1/2021 12:26:49.159,20.12,<null>,19.29,20.12,<null>,<null>
1/1/2021 14:18:46.934,21.13,<null>,19.29,21.13,<null>,<null>
1/1/2021 14:31:48.588,21.13,<null>,20.31,21.13,<null>,<null>
1/1/2021 16:24:35.654,21.13,<null>,20.31,21.13,<null>,19.87
1/1/2021 16:25:15.830,21.13,<null>,20.31,21.13,<null>,80.09
1/1/2021 16:27:31.314,21.13,<null>,17.78,21.13,<null>,80.09
1/1/2021 16:33:29.045,20.08,<null>,17.78,20.08,<null>,80.09
1/1/2021 16:33:45.156,20.08,<null>,14.69,20.08,<null>,80.09
1/1/2021 16:48:07.776,20.08,<null>,16.23,20.08,<null>,80.09
1/1/2021 16:53:45.445,20.08,<null>,17.26,20.08,<null>,80.09
1/1/2021 17:02:00.670,20.08,<null>,18.44,20.08,<null>,80.09
1/1/2021 17:13:34.678,20.08,<null>,19.64,20.08,<null>,80.09
1/1/2021 17:33:05.041,20.08,<null>,20.7,20.08,<null>,80.09
1/1/2021 17:36:13.887,21.1,<null>,20.7,21.1,<null>,80.09
1/1/2021 19:20:52.093,21.1,<null>,22.08,21.1,<null>,80.09
1/1/2021 19:21:31.272,21.1,<null>,22.08,21.1,<null>,0
1/1/2021 19:26:46.748,21.1,<null>,20.88,21.1,<null>,0
1/1/2021 19:36:53.792,21.1,<null>,20.88,21.1,<null>,20.49
1/1/2021 19:38:05.871,21.1,<null>,20.88,21.1,<null>,80.06
1/1/2021 19:40:56.756,21.1,<null>,21.88,21.1,<null>,80.06
1/1/2021 19:43:40.443,21.1,<null>,21.88,21.1,<null>,0
1/1/2021 19:49:00.936,21.1,<null>,20.23,21.1,<null>,0
1/1/2021 19:59:27.866,21.1,<null>,20.23,21.1,<null>,20.77
1/1/2021 19:59:51.979,21.1,<null>,20.23,21.1,<null>,80.13
1/1/2021 20:27:32.781,21.1,<null>,19.18,21.1,<null>,80.13
1/1/2021 20:45:54.911,21.1,<null>,18.1,21.1,<null>,80.13
1/1/2021 21:19:45.343,21.1,<null>,17.01,21.1,<null>,80.13
1/1/2021 21:53:46.561,21.1,<null>,18.37,21.1,<null>,80.13
1/1/2021 21:59:40.165,21.1,<null>,19.39,21.1,<null>,80.13
1/1/2021 22:05:05.633,21.1,<null>,20.91,21.1,<null>,80.13
1/1/2021 22:06:14.932,21.1,<null>,20.91,21.1,<null>,0
1/1/2021 22:07:47.367,21.1,<null>,20.91,21.1,1.18,0
1/1/2021 22:10:33.092,21.1,<null>,20.91,21.1,1.18,0
1/1/2021 22:13:32.884,21.1,<null>,20.91,21.1,-0.04,0
1/1/2021 22:13:51.978,21.1,<null>,19.57,21.1,-0.04,0
1/1/2021 22:14:00.012,21.1,<null>,19.57,21.1,-0.04,6.74
1/1/2021 22:15:32.409,21.1,<null>,19.57,21.1,-0.04,80.1
1/1/2021 22:24:59.890,21.1,<null>,21.16,21.1,-0.04,80.1
1/1/2021 22:25:11.943,21.1,<null>,21.16,21.1,1.22,80.1
1/1/2021 22:26:07.187,21.1,<null>,21.16,21.1,1.22,80.1
1/1/2021 22:26:13.210,21.1,<null>,21.16,21.1,1.22,0
1/1/2021 22:30:40.381,21.1,<null>,21.16,21.1,-0.04,0
1/1/2021 22:30:51.414,21.1,<null>,19.88,21.1,-0.04,0
1/1/2021 22:33:34.117,21.1,<null>,18.73,21.1,-0.04,0
1/1/2021 23:58:18.033,21.1,<null>,19.74,21.1,-0.04,0
1/2/2021 00:09:35.984,21.1,<null>,19.74,21.1,-0.04,8.95
1/2/2021 00:09:45.019,21.1,<null>,19.74,21.1,-0.04,8.95
1/2/2021 00:09:50.045,21.1,<null>,19.74,21.1,-0.04,79.96
1/2/2021 00:12:37.752,21.1,<null>,19.74,21.1,1,79.96
1/2/2021 00:12:40.764,21.1,<null>,20.9,21.1,1,79.96
1/2/2021 00:33:29.151,21.1,<null>,20.9,21.1,1,79.96
1/2/2021 00:35:00.555,21.1,<null>,20.9,21.1,1,29.87
1/2/2021 00:41:07.121,21.1,<null>,19.43,21.1,1,29.87
1/2/2021 00:43:57.949,21.1,<null>,19.43,21.1,-0.04,29.87
1/2/2021 00:46:20.451,21.1,<null>,18.29,21.1,-0.04,29.87
1/2/2021 00:54:54.606,21.1,<null>,19.42,21.1,-0.04,29.87
1/2/2021 01:00:05.964,21.1,<null>,19.42,21.1,1.04,29.87
1/2/2021 01:00:47.144,21.1,<null>,21.12,21.1,1.04,29.87
1/2/2021 01:03:46.561,21.1,<null>,21.12,21.1,-0.03,29.87
1/2/2021 01:06:25.613,21.1,<null>,18.29,21.1,-0.03,29.87
1/2/2021 01:19:56.161,21.1,<null>,18.29,21.1,-0.03,29.87
1/2/2021 01:20:34.332,21.1,<null>,18.29,21.1,-0.03,80.1
1/2/2021 01:20:46.470,21.1,<null>,19.45,21.1,-0.03,80.1
1/2/2021 01:22:37.859,21.1,<null>,20.69,21.1,-0.03,80.1
1/2/2021 01:24:31.346,21.1,<null>,20.69,21.1,1.04,80.1
1/2/2021 03:29:28.038,21.1,<null>,20.69,21.1,1.04,0
1/2/2021 03:36:37.896,21.1,<null>,20.69,21.1,-0.04,0
1/2/2021 03:36:39.907,21.1,<null>,18.72,21.1,-0.04,0
1/2/2021 03:47:33.754,21.1,<null>,20.29,21.1,-0.04,0
1/2/2021 03:49:15.181,21.1,<null>,20.29,21.1,1.04,0
1/2/2021 03:53:42.356,21.1,<null>,19.22,21.1,1.04,0
1/2/2021 03:59:15.834,21.1,<null>,19.22,21.1,-0.04,0
1/2/2021 04:01:57.556,21.1,<null>,17.85,21.1,-0.04,0
1/2/2021 04:07:09.924,21.1,<null>,19.07,21.1,-0.04,0
1/2/2021 06:14:35.670,21.1,<null>,20.09,21.1,-0.04,0
1/2/2021 06:49:54.262,21.1,<null>,20.09,21.1,-0.04,0
1/2/2021 06:49:55.272,21.1,<null>,20.09,21.1,-0.04,20.55
1/2/2021 06:50:54.547,21.1,<null>,20.09,21.1,-0.04,60.06
1/2/2021 07:09:03.585,21.1,<null>,21.49,21.1,-0.04,60.06
1/2/2021 07:09:06.696,21.1,<null>,21.49,21.1,1.22,60.06
1/2/2021 09:10:14.528,21.1,<null>,21.49,21.1,1.22,0
1/2/2021 09:13:41.494,21.1,<null>,20.24,21.1,1.22,0
1/2/2021 09:18:58.985,21.1,<null>,17.95,21.1,1.22,0
1/2/2021 09:19:23.096,21.1,<null>,17.95,21.1,0.1,0
1/2/2021 09:22:05.829,21.1,<null>,16.78,21.1,0.1,0
1/2/2021 09:39:04.442,21.1,<null>,17.94,21.1,0.1,0
1/2/2021 09:47:26.779,20.1,<null>,17.94,20.1,0.1,0
1/2/2021 10:01:52.788,20.1,<null>,18.95,20.1,0.1,0
1/2/2021 10:18:43.384,20.1,<null>,20.04,20.1,0.1,0
1/2/2021 10:21:40.292,20.1,<null>,18.71,20.1,0.1,0
1/2/2021 11:57:58.848,20.1,<null>,20.35,20.1,0.1,0
1/2/2021 12:06:21.934,20.1,<null>,19.22,20.1,0.1,0
1/2/2021 12:52:04.878,20.1,<null>,19.22,20.1,0.1,7.51
1/2/2021 12:53:04.731,20.1,<null>,19.22,20.1,0.1,60.04
1/2/2021 12:57:25.667,20.1,<null>,20.29,20.1,0.1,60.04
1/2/2021 12:57:51.380,20.1,<null>,20.29,20.1,0.1,0
1/2/2021 13:25:22.613,21.11,<null>,20.29,21.11,0.1,0
1/2/2021 15:07:27.837,21.11,<null>,20.29,21.11,0.1,20.74
1/2/2021 15:07:40.980,21.11,<null>,20.29,21.11,0.1,60.02
1/2/2021 15:38:24.009,21.11,<null>,21.3,21.11,0.1,60.02
1/2/2021 16:15:27.029,21.11,<null>,22.43,21.11,0.1,60.02
1/2/2021 16:28:58.560,21.11,<null>,21.42,21.11,0.1,60.02
1/2/2021 16:30:55.099,21.11,<null>,21.42,21.11,0.1,0
1/2/2021 16:31:04.804,21.11,<null>,21.42,21.11,1.23,0
1/2/2021 16:32:37.591,21.11,<null>,23.16,21.11,1.23,0
1/2/2021 16:35:30.385,21.11,<null>,23.16,21.11,0.22,0
1/2/2021 16:38:14.137,21.11,<null>,21.18,21.11,0.22,0
1/2/2021 18:04:09.585,21.11,<null>,21.18,21.11,0.22,6.98
1/2/2021 18:04:38.640,21.11,<null>,21.18,21.11,0.22,60.04
1/2/2021 18:14:36.091,21.11,<null>,20.04,21.11,0.22,60.04
1/2/2021 18:34:27.602,21.11,<null>,21.07,21.11,0.22,60.04
1/2/2021 18:35:40.892,21.11,<null>,21.07,21.11,1.42,60.04
1/2/2021 18:37:07.270,21.11,<null>,22.71,21.11,1.42,60.04
1/2/2021 18:44:32.299,21.11,<null>,22.71,21.11,1.42,60.04
1/2/2021 18:45:32.607,21.11,<null>,22.71,21.11,1.42,29.86
1/2/2021 18:46:34.875,21.11,<null>,22.71,21.11,1.42,0
1/2/2021 18:48:31.391,21.11,<null>,21.57,21.11,1.42,0
1/2/2021 18:48:37.424,21.11,<null>,21.57,21.11,0.42,0
1/2/2021 18:51:12.111,21.11,<null>,20.17,21.11,0.42,0
1/2/2021 19:38:32.673,21.11,<null>,20.17,21.11,0.42,0
1/2/2021 19:38:34.678,21.11,<null>,20.17,21.11,0.42,22.19
1/2/2021 19:39:04.809,21.11,<null>,20.17,21.11,0.42,60.03
1/2/2021 20:02:15.143,21.11,<null>,19.16,21.11,0.42,60.03
1/2/2021 20:32:24.919,21.11,<null>,18.16,21.11,0.42,60.03
1/2/2021 20:44:41.165,21.11,<null>,18.16,21.11,0.42,60.03
1/2/2021 20:44:42.172,21.11,<null>,20.07,21.11,0.42,60.03
1/2/2021 20:44:43.170,21.11,<null>,20.07,21.11,0.42,30.11
1/2/2021 20:45:23.322,21.11,<null>,20.07,21.11,0.42,0
1/2/2021 21:26:35.477,21.11,<null>,20.07,21.11,0.42,0
1/2/2021 21:26:36.481,21.11,<null>,20.07,21.11,0.42,21.43
1/2/2021 21:27:10.693,21.11,<null>,20.07,21.11,0.42,60.01
1/2/2021 21:29:27.304,21.11,<null>,19.02,21.11,0.42,60.01
1/2/2021 21:37:32.539,21.11,<null>,20.14,21.11,0.42,60.01
1/2/2021 21:48:23.453,21.11,<null>,19.12,21.11,0.42,60.01
1/2/2021 21:50:48.206,21.11,<null>,19.12,21.11,0.42,60.01
1/2/2021 21:52:00.457,21.11,<null>,19.12,21.11,0.42,29.87
1/2/2021 21:52:31.582,21.11,<null>,21.45,21.11,0.42,29.87
1/2/2021 21:55:01.267,21.11,<null>,21.45,21.11,0.42,0
1/2/2021 21:58:06.209,21.11,<null>,19.26,21.11,0.42,0
1/2/2021 23:01:23.772,21.11,<null>,19.26,21.11,0.42,30.07
1/2/2021 23:31:44.760,21.11,<null>,20.31,21.11,0.42,30.07
1/2/2021 23:56:54.774,20.1,<null>,20.31,20.1,0.42,30.07
1/3/2021 00:08:15.585,20.1,<null>,21.58,20.1,0.42,30.07
1/3/2021 00:31:11.992,20.1,<null>,19.88,20.1,0.42,30.07
1/3/2021 00:42:30.039,20.1,<null>,21.17,20.1,0.42,30.07
1/3/2021 00:45:46.900,20.1,<null>,21.17,20.1,0.42,30.07
1/3/2021 00:46:23.084,20.1,<null>,21.17,20.1,0.42,60.05
1/3/2021 00:47:50.484,20.1,<null>,18.93,20.1,0.42,60.05
1/3/2021 01:16:34.131,20.1,<null>,20.01,20.1,0.42,60.05
1/3/2021 01:38:15.088,21.1,<null>,20.01,21.1,0.42,60.05
1/3/2021 01:52:56.515,21.1,<null>,21.07,21.1,0.42,60.05
1/3/2021 02:02:34.899,21.1,30,21.07,21.1,0.42,60.05
1/3/2021 02:37:22.686,21.1,30,22.08,21.1,0.42,60.05
1/3/2021 03:08:58.436,21.1,30,22.08,21.1,0.42,60.05
1/3/2021 03:09:46.548,21.1,30,22.08,21.1,0.42,29.9
1/3/2021 03:12:29.444,21.1,30,23.09,21.1,0.42,29.9
1/3/2021 03:15:27.075,22.13,30,23.09,22.13,0.42,29.9
1/3/2021 03:18:22.941,22.13,30,21.86,22.13,0.42,29.9
1/3/2021 03:26:12.945,22.13,30,20.81,22.13,0.42,29.9
1/3/2021 03:29:26.957,22.13,30,22.09,22.13,0.42,29.9
1/3/2021 03:35:06.246,22.13,30,20.71,22.13,0.42,29.9
1/3/2021 05:20:00.567,22.13,30,22.26,22.13,0.42,29.9
1/3/2021 05:22:58.399,22.13,30,22.26,22.13,1.64,29.9
1/3/2021 05:25:04.012,22.13,30,22.26,22.13,1.64,0
1/3/2021 05:25:44.510,22.13,30,23.91,22.13,1.64,0
1/3/2021 05:28:39.013,22.13,30,22.03,22.13,0.5,0
1/3/2021 05:30:51.634,22.13,30,20.29,22.13,0.5,0
1/3/2021 05:35:48.689,22.13,30,19.22,22.13,0.5,0
1/3/2021 05:45:34.859,22.13,30,20.33,22.13,0.5,0
1/3/2021 07:13:07.157,22.13,30,20.33,22.13,0.5,20.32
1/3/2021 07:13:26.251,22.13,30,20.33,22.13,0.5,30.09
1/3/2021 07:50:08.943,22.13,30,21.34,22.13,0.5,30.09
1/3/2021 09:27:04.825,22.13,30,22.35,22.13,0.5,30.09
1/3/2021 13:44:02.535,22.13,30,22.35,22.13,0.5,0
1/3/2021 13:49:13.831,22.13,30,23.66,22.13,0.5,0
1/3/2021 14:38:03.427,22.13,30,21.93,22.13,0.5,0
1/3/2021 14:39:44.904,22.13,30,21.93,22.13,0.5,8.57
1/3/2021 14:39:49.919,22.13,30,21.93,22.13,0.5,30.11
1/3/2021 14:43:29.930,22.13,30,21.93,22.13,0.5,30.11
1/3/2021 14:43:35.337,22.13,0,21.93,22.13,0.5,30.11
1/3/2021 14:43:38.338,50,0,21.93,22.13,0.5,30.11
1/3/2021 14:43:39.978,50,0,20.7,22.13,0.5,30.11
1/3/2021 14:43:40.977,50,0,20.7,22.13,0.5,80.01
1/3/2021 14:44:08.106,50,44.34,20.7,22.13,0.5,80.01
1/3/2021 14:44:34.212,50,16.96,20.7,42.74,0.5,80.01
1/3/2021 14:46:32.845,50,29.29,17.1,39.39,0.5,80.01
1/3/2021 14:48:21.341,50,29.29,17.1,43.99,0.5,80.01
1/3/2021 14:49:16.481,50,20.58,17.1,43.99,0.5,80.01
1/3/2021 14:49:23.518,50,20.58,17.1,45.36,0.5,80.01
1/3/2021 14:52:12.348,50,15.6,17.1,48.44,0.5,80.01
1/3/2021 14:52:13.347,50,15.6,20.4,48.44,0.5,80.01
1/3/2021 14:54:59.017,50,12.08,20.4,50.24,0.5,80.01
1/3/2021 14:55:03.029,50,12.08,23.88,50.24,0.5,80.01
1/3/2021 14:57:34.679,50,12.08,26.39,50.24,0.5,80.01
1/3/2021 14:57:41.709,50,7.4,26.39,52.12,0.5,80.01
1/3/2021 14:59:08.099,50,7.4,27.81,52.12,0.5,80.01
1/3/2021 15:00:02.352,50,9.55,27.81,50.66,0.5,80.01
1/3/2021 15:00:40.497,50,4.34,27.81,52.94,0.5,80.01
1/3/2021 15:00:42.506,50,4.34,29.3,52.94,0.5,80.01
1/3/2021 15:01:52.853,50,8.9,29.3,50.65,0.5,80.01
1/3/2021 15:02:29.982,50,8.9,30.87,50.65,0.5,80.01
1/3/2021 15:02:37.022,50,3.75,30.87,50.65,0.5,80.01
1/3/2021 15:03:32.354,50,7.57,30.87,50.65,0.5,80.01
1/3/2021 15:04:32.517,50,8.78,30.87,50.65,0.5,80.01
1/3/2021 15:05:07.670,50,8.78,30.87,52.68,0.5,80.01
1/3/2021 15:05:09.684,50,3.56,30.87,52.68,0.5,80.01
1/3/2021 15:06:00.920,50,3.56,33.67,52.68,0.5,80.01
1/3/2021 15:06:23.015,50,7.65,33.67,50.62,0.5,80.01
1/3/2021 15:07:53.410,50,7.65,34.99,50.62,0.5,80.01
1/3/2021 15:08:02.450,50,3.41,34.99,52.46,0.5,80.01
1/3/2021 15:09:12.857,50,7.59,34.99,50.38,0.5,80.01
1/3/2021 15:11:10.358,50,7.59,34.99,52.22,0.5,80.01
1/3/2021 15:11:11.358,50,3.4,34.99,52.22,0.5,80.01
1/3/2021 15:11:50.463,50,3.4,37.57,52.22,0.5,80.01
1/3/2021 15:12:02.512,50,7.1,37.57,50.41,0.5,80.01
1/3/2021 15:12:53.743,50,8.1,37.57,50.41,0.5,80.01
1/3/2021 15:14:26.159,50,8.1,37.57,52.03,0.5,80.01
1/3/2021 15:14:27.165,50,3.4,37.57,52.03,0.5,80.01
1/3/2021 15:14:32.195,50,3.4,39.02,52.03,0.5,80.01
1/3/2021 15:14:52.360,50,5.52,39.02,50.99,0.5,80.01
1/3/2021 15:16:05.606,50,5.52,39.02,49.8,0.5,80.01
1/3/2021 15:16:06.619,50,8.05,39.02,49.8,0.5,80.01
1/3/2021 15:17:34.884,50,8.05,40.51,49.8,0.5,80.01
1/3/2021 15:17:41.925,50,4.81,40.51,51.26,0.5,80.01
1/3/2021 15:19:32.488,50,4.81,40.51,49.78,0.5,80.01
1/3/2021 15:19:39.575,50,7.84,40.51,49.78,0.5,80.01
1/3/2021 15:20:22.759,50,7.84,41.66,49.78,0.5,80.01
1/3/2021 15:21:02.936,50,3.69,41.66,51.65,0.5,80.01
1/3/2021 15:22:35.364,50,3.69,41.66,49.88,0.5,80.01
1/3/2021 15:22:47.401,50,7.37,41.66,49.88,0.5,80.01
1/3/2021 15:23:22.438,50,7.37,42.69,49.88,0.5,80.01
1/3/2021 15:24:32.866,50,4.78,42.69,51.04,0.5,80.01
1/3/2021 15:26:09.368,50,7.43,42.69,49.78,0.5,80.01
1/3/2021 15:27:08.380,50,3.72,42.69,51.46,0.5,80.01
1/3/2021 15:28:55.425,50,3.72,44.35,51.46,0.5,80.01
1/3/2021 15:29:01.455,50,7.07,44.35,49.85,0.5,80.01
1/3/2021 15:30:10.363,60,7.07,44.35,49.85,0.5,80.01
1/3/2021 15:30:17.436,60,28.3,44.35,49.85,0.5,80.01
1/3/2021 15:31:04.645,60,28.3,44.35,57.39,0.5,80.01
1/3/2021 15:31:51.869,60,17.98,44.35,55.72,0.5,80.01
1/3/2021 15:34:08.501,60,17.98,45.63,55.72,0.5,80.01
1/3/2021 15:34:38.870,60,12.99,45.63,58.75,0.5,80.01
1/3/2021 15:37:00.372,60,12.99,46.71,58.75,0.5,80.01
1/3/2021 15:37:30.438,60,8.86,46.71,60.76,0.5,80.01
1/3/2021 15:40:04.138,60,4.81,46.71,62.26,0.5,80.01
1/3/2021 15:40:17.190,60,4.81,48.18,62.26,0.5,80.01
1/3/2021 15:40:21.208,60,6.26,48.18,62.26,0.5,80.01
1/3/2021 15:40:57.375,60,8.97,48.18,60.24,0.5,80.01
1/3/2021 15:41:36.542,60,3.88,48.18,62.5,0.5,80.01
1/3/2021 15:42:46.875,60,3.88,49.34,62.5,0.5,80.01
1/3/2021 15:43:11.968,60,8.02,49.34,60.42,0.5,80.01
1/3/2021 15:44:03.229,60,3.49,49.34,62.42,0.5,80.01
1/3/2021 15:45:55.730,60,3.49,50.69,62.42,0.5,80.01
1/3/2021 15:46:01.764,60,7.58,50.69,60.34,0.5,80.01
1/3/2021 15:47:16.095,60,3.28,50.69,62.22,0.5,80.01
1/3/2021 15:48:38.481,60,3.28,50.69,60.2,0.5,80.01
1/3/2021 15:48:47.521,60,3.28,51.92,60.2,0.5,80.01
1/3/2021 15:48:51.539,60,7.27,51.92,60.2,0.5,80.01
1/3/2021 15:50:46.051,60,4.21,51.92,61.56,0.5,80.01
1/3/2021 15:51:36.380,60,4.21,52.95,61.56,0.5,80.01
1/3/2021 15:51:41.380,60,6.59,52.95,60.37,0.5,80.01
1/3/2021 15:53:44.881,60,6.59,52.95,61.72,0.5,80.01
1/3/2021 15:53:45.883,60,3.49,52.95,61.72,0.5,80.01
1/3/2021 15:54:31.071,60,5.87,52.95,60.55,0.5,80.01
1/3/2021 15:55:29.383,60,7.15,52.95,60.55,0.5,80.01
1/3/2021 15:57:18.883,60,7.15,54.65,60.55,0.5,80.01
1/3/2021 15:57:20.884,60,4.96,54.65,60.55,0.5,80.01
1/3/2021 15:59:16.392,60,6.99,54.65,60.55,0.5,80.01
1/3/2021 15:59:58.570,60,3.64,54.65,60.55,0.5,80.01
1/3/2021 16:01:55.934,60,6.71,54.65,60.55,0.5,80.01
1/3/2021 16:02:53.386,60,6.71,55.85,60.55,0.5,80.01
1/3/2021 16:04:08.412,60,5.6,55.85,60.55,0.5,80.01
1/3/2021 16:05:51.171,60,4.1,55.85,60.55,0.5,80.01
1/3/2021 16:07:50.754,60,6.26,55.85,60.55,0.5,80.01
1/3/2021 16:08:17.884,45,0,55.85,60.55,0.5,80.01
1/3/2021 16:08:22.885,60.03,0,55.85,60.55,0.5,80.01
1/3/2021 16:11:28.779,60.03,0,57.1,60.55,0.5,80.01
1/3/2021 16:12:58.886,40,0,57.1,60.55,0.5,80.01
1/3/2021 16:19:45.137,40,0,57.1,59.46,0.5,80.01
1/3/2021 16:25:18.899,40,0,58.18,59.46,0.5,80.01
1/3/2021 16:38:46.930,40,41.29,58.18,59.46,0.5,80.01
1/3/2021 16:39:06.406,40,42.88,58.18,59.46,0.5,80.01
1/3/2021 16:39:49.906,40,35.93,58.18,54.68,0.5,80.01
1/3/2021 16:41:18.907,40,35.93,58.18,53.35,0.5,80.01
1/3/2021 16:41:32.919,40,37.83,58.18,53.35,0.5,80.01
1/3/2021 16:42:39.716,40,37.83,58.18,51.37,0.5,80.01
1/3/2021 16:45:01.410,40,37.83,58.18,48.69,0.5,80.01
1/3/2021 16:45:27.511,40,36.14,58.18,48.69,0.5,80.01
1/3/2021 16:48:04.285,40,36.14,58.18,46.06,0.5,80.01
1/3/2021 16:48:14.412,40,36.14,56.54,46.06,0.5,80.01
1/3/2021 16:48:19.411,40,35.11,56.54,46.06,0.5,80.01
1/3/2021 16:50:36.016,40,33.8,56.54,46.06,0.5,80.01
1/3/2021 16:50:51.087,40,33.8,56.54,44.07,0.5,80.01
1/3/2021 16:51:05.163,40,33.8,54.89,44.07,0.5,80.01
1/3/2021 16:53:28.913,40,33.8,53.5,44.07,0.5,80.01
1/3/2021 16:53:44.914,40,33.8,53.5,42.44,0.5,80.01
1/3/2021 16:53:52.951,40,32.25,53.5,42.44,0.5,80.01
1/3/2021 16:56:32.718,40,32.25,51.76,42.44,0.5,80.01
1/3/2021 16:56:45.777,40,30.3,51.76,40.97,0.5,80.01
1/3/2021 16:59:32.559,40,30.3,50.06,40.97,0.5,80.01
1/3/2021 16:59:37.580,40,28.45,50.06,40.97,0.5,80.01
1/3/2021 17:02:13.419,40,28.45,48.65,40.97,0.5,80.01
1/3/2021 17:02:18.419,40,26.77,48.65,39.29,0.5,80.01
1/3/2021 17:04:09.920,40,26.77,48.65,46.63,0.5,80.01
1/3/2021 17:04:10.919,40,42.91,48.65,46.63,0.5,80.01
1/3/2021 17:04:41.044,40,42.91,47.46,46.63,0.5,80.01
1/3/2021 17:05:18.218,40,42.91,47.46,38.94,0.5,80.01
1/3/2021 17:05:19.222,40,31.23,47.46,38.94,0.5,80.01
1/3/2021 17:05:39.416,40,26.83,47.46,38.94,0.5,80.01
1/3/2021 17:06:00.421,40,26.83,47.46,47.04,0.5,80.01
1/3/2021 17:06:01.425,40,44.67,47.46,47.04,0.5,80.01
1/3/2021 17:07:32.922,40,44.67,46.39,47.04,0.5,80.01
1/3/2021 17:08:09.056,40,29.22,46.39,39.7,0.5,80.01
1/3/2021 17:10:41.779,40,27.52,46.39,39.7,0.5,80.01
1/3/2021 17:10:51.923,40,32.21,46.39,39.7,0.5,80.01
1/3/2021 17:10:59.923,40,30.81,46.39,39.7,0.5,80.01
1/3/2021 17:11:04.924,40,27.8,46.39,39.7,0.5,80.01
1/3/2021 17:11:24.012,40,45,46.39,39.7,0.5,80.01
1/3/2021 17:12:38.424,40,45,46.39,38.7,0.5,80.01
1/3/2021 17:13:10.504,40,45,46.39,47.31,0.5,80.01
1/3/2021 17:13:45.468,40,45,44.83,47.31,0.5,80.01
1/3/2021 17:13:48.688,40,33.14,44.83,40.93,0.5,80.01
1/3/2021 17:14:54.012,40,29.5,44.83,39.28,0.5,80.01
1/3/2021 17:17:57.927,40,45,44.83,39.28,0.5,80.01
1/3/2021 17:18:03.932,40,45,44.83,47.35,0.5,80.01
1/3/2021 17:19:13.288,40,45,44.83,38.74,0.5,80.01
1/3/2021 17:19:28.428,40,35.8,44.83,41.98,0.5,80.01
1/3/2021 17:19:38.429,40,45,44.83,41.98,0.5,80.01
1/3/2021 17:19:46.450,40,45,44.83,47.71,0.5,80.01
1/3/2021 17:21:34.982,40,45,44.83,39.22,0.5,80.01
1/3/2021 17:21:36.992,40,30.19,44.83,39.22,0.5,80.01
1/3/2021 17:22:06.127,40,30.19,43.62,39.22,0.5,80.01
1/3/2021 17:22:19.190,40,31.64,43.62,39.22,0.5,80.01
1/3/2021 17:24:12.730,40,29.21,43.62,39.22,0.5,80.01
1/3/2021 17:24:24.789,40,45,43.62,39.22,0.5,80.01
1/3/2021 17:24:32.926,40,45,43.62,47.68,0.5,80.01
1/3/2021 17:25:09.001,40,33.27,43.62,40.5,0.5,80.01
1/3/2021 17:25:28.086,40,30,43.62,40.5,0.5,80.01
1/3/2021 17:25:40.142,40,30,43.62,38.68,0.5,80.01
1/3/2021 17:26:04.263,40,45,43.62,38.68,0.5,80.01
1/3/2021 17:26:13.300,40,45,43.62,47.81,0.5,80.01
1/3/2021 17:27:58.795,40,30.74,43.62,39.16,0.5,80.01
1/3/2021 17:30:31.541,40,29.74,43.62,39.16,0.5,80.01
1/3/2021 17:30:42.585,40,45,43.62,39.16,0.5,80.01
1/3/2021 17:30:48.614,40,45,43.62,47.72,0.5,80.01
1/3/2021 17:31:44.936,40,30.59,43.62,47.72,0.5,80.01
1/3/2021 17:31:57.944,40,30.59,43.62,38.63,0.5,80.01
1/3/2021 17:32:20.068,40,45,43.62,38.63,0.5,80.01
1/3/2021 17:32:30.105,40,45,43.62,48.1,0.5,80.01
1/3/2021 17:33:38.435,40,32.45,43.62,39.65,0.5,80.01
1/3/2021 17:36:16.937,40,30.79,43.62,39.65,0.5,80.01
