Time,7TBSP,7TBCV,7TA,7TBPV,7P,7S
2/5/2021 11:14:59.826,15,17.95,25.63,14.95,-0.28,60.04
2/5/2021 11:17:26.434,15,17.95,25.63,13.9,-0.28,60.04
2/5/2021 11:17:41.603,15,17.95,24.46,13.9,-0.28,60.04
2/5/2021 11:20:37.203,15,16.52,24.46,13.9,-0.28,60.04
2/5/2021 11:23:30.954,15,16.52,23.38,13.9,-0.28,60.04
2/5/2021 11:26:05.611,14,16.52,23.38,13.9,-0.28,60.04
2/5/2021 11:26:11.610,20,16.52,23.38,13.9,-0.28,60.04
2/5/2021 11:26:17.609,13.95,16.52,23.38,13.9,-0.28,60.04
2/5/2021 11:26:20.610,13.95,0,23.38,13.9,-0.28,60.04
2/5/2021 11:26:23.608,20,0,23.38,13.9,-0.28,60.04
2/5/2021 11:26:48.714,20,11.97,23.38,13.9,-0.28,60.04
2/5/2021 11:28:11.113,20,5.35,23.38,18.12,-0.28,60.04
2/5/2021 11:29:16.200,20,10.33,23.38,16.18,-0.28,60.04
2/5/2021 11:31:58.773,20,10.33,22.12,16.18,-0.28,60.04
2/5/2021 11:32:00.778,20,3.94,22.12,19.74,-0.28,60.04
2/5/2021 11:33:44.204,20,8.57,22.12,17.88,-0.28,60.04
2/5/2021 11:34:56.618,20,7.56,22.12,17.88,-0.28,60.04
2/5/2021 11:35:51.619,20,7.56,22.12,19.1,-0.28,60.04
2/5/2021 11:37:46.120,20,5.29,22.12,19.1,-0.28,60.04
2/5/2021 11:39:27.623,20,6.94,22.12,19.1,-0.28,60.04
2/5/2021 11:43:13.624,20,5.88,22.12,19.1,-0.28,60.04
2/5/2021 11:46:13.743,20,5.88,22.12,20.1,-0.28,60.04
2/5/2021 11:49:00.893,20,4.67,22.12,20.1,-0.28,60.04
2/5/2021 11:54:41.289,20,3.03,22.12,20.1,-0.28,60.04
2/5/2021 11:57:31.139,20,2.03,22.12,20.1,-0.28,60.04
2/5/2021 11:57:40.140,21.02,2.03,22.12,20.1,-0.28,60.04
2/5/2021 11:57:42.140,21.02,0,22.12,20.1,-0.28,60.04
2/5/2021 11:57:55.138,19,0,22.12,20.1,-0.28,60.04
2/5/2021 11:59:05.146,21.12,0,22.12,20.1,-0.28,60.04
2/5/2021 12:00:20.673,21.12,7.74,22.12,21.21,-0.28,60.04
2/5/2021 12:02:43.142,21.12,9.44,22.12,21.21,-0.28,60.04
2/5/2021 12:03:50.166,21.12,8.04,22.12,21.21,-0.28,60.04
2/5/2021 12:14:35.153,21.12,8.04,22.12,20.16,-0.28,60.04
2/5/2021 12:32:58.671,19.5,8.04,22.12,20.16,-0.28,60.04
2/5/2021 12:51:11.690,19.5,8.04,21.08,20.16,-0.28,60.04
2/5/2021 13:23:08.730,19.5,0,21.08,20.16,-0.28,60.04
2/5/2021 13:28:04.308,19.5,1.34,21.08,20.16,-0.28,60.04
2/5/2021 13:30:44.935,19.5,2.37,21.08,20.16,-0.28,60.04
2/5/2021 13:36:35.243,19.5,4.18,21.08,20.16,-0.28,60.04
2/5/2021 13:39:25.734,19.5,5.3,21.08,20.16,-0.28,60.04
2/5/2021 13:42:19.737,19.5,6.53,21.08,20.16,-0.28,60.04
2/5/2021 13:45:11.838,19.5,7.71,21.08,20.16,-0.28,60.04
2/5/2021 13:45:48.788,19.5,7.71,21.08,21.17,-0.28,60.04
2/5/2021 13:52:38.818,19.5,7.71,21.08,20.14,-0.28,60.04
2/6/2021 01:07:42.892,19.5,7.71,21.08,20.14,1.19,60.04
2/6/2021 01:27:25.247,19.5,7.71,21.08,20.14,1.19,0
2/6/2021 01:29:34.736,19.5,7.71,19.92,20.14,1.19,0
2/6/2021 01:32:40.442,19.5,7.71,17.55,20.14,1.19,0
2/6/2021 01:33:09.640,19.5,7.71,17.55,20.14,-0.04,0
2/6/2021 01:35:46.161,19.5,7.71,16.14,20.14,-0.04,0
2/6/2021 01:47:14.789,19.5,7.71,17.3,20.14,-0.04,0
2/6/2021 02:12:50.740,19.5,7.71,18.3,20.14,-0.04,0
2/6/2021 02:20:47.684,19.5,7.71,18.3,19.13,-0.04,0
2/6/2021 02:21:20.780,19.5,7.71,12.51,19.13,-0.04,0
2/6/2021 02:22:49.185,19.5,7.71,12.51,19.13,-0.04,20.86
2/6/2021 02:22:54.186,19.5,7.71,12.51,19.13,-0.04,60.03
2/6/2021 02:26:55.189,19.5,6.36,12.51,19.13,-0.04,60.03
2/6/2021 02:34:59.938,19.5,5.23,12.51,19.13,-0.04,60.03
2/6/2021 02:35:09.973,19.5,5.23,14.07,19.13,-0.04,60.03
2/6/2021 02:41:02.248,19.5,5.23,15.26,19.13,-0.04,60.03
2/6/2021 02:45:53.295,19.5,4.12,15.26,19.13,-0.04,60.03
2/6/2021 02:49:35.210,19.5,4.12,16.55,19.13,-0.04,60.03
2/6/2021 03:00:49.939,19.5,4.12,17.71,19.13,-0.04,60.03
2/6/2021 03:09:30.029,19.5,5.14,17.71,19.13,-0.04,60.03
2/6/2021 03:15:03.400,19.5,5.14,18.74,19.13,-0.04,60.03
2/6/2021 03:17:55.236,19.5,6.55,18.74,19.13,-0.04,60.03
2/6/2021 03:20:35.749,19.5,6.55,18.74,20.2,-0.04,60.03
2/6/2021 03:23:29.451,19.5,7.86,18.74,20.2,-0.04,60.03
2/6/2021 03:28:46.746,19.5,8.94,18.74,20.2,-0.04,60.03
2/6/2021 03:34:27.252,19.5,8.94,19.74,20.2,-0.04,60.03
2/6/2021 03:35:07.316,19.5,7.91,19.74,20.2,-0.04,60.03
2/6/2021 03:35:49.490,19.5,9.04,19.74,20.2,-0.04,60.03
2/6/2021 03:37:49.986,19.5,8.02,19.74,20.2,-0.04,60.03
2/6/2021 03:40:18.603,19.5,9.02,19.74,20.2,-0.04,60.03
2/6/2021 03:42:14.077,19.5,7.95,19.74,20.2,-0.04,60.03
2/6/2021 04:01:47.212,19.5,8.96,19.74,20.2,-0.04,60.03
2/6/2021 04:02:23.228,19.5,7.79,19.74,20.2,-0.04,60.03
2/6/2021 04:03:44.708,19.5,8.85,19.74,20.2,-0.04,60.03
2/6/2021 04:13:42.205,19.5,7.83,19.74,20.2,-0.04,60.03
2/6/2021 04:16:38.854,19.5,8.86,19.74,20.2,-0.04,60.03
2/6/2021 06:01:57.305,19.5,8.86,19.74,20.2,1.42,60.03
2/6/2021 06:16:52.818,19.5,8.86,19.74,20.2,1.42,0
2/6/2021 06:23:31.325,19.5,8.86,19.74,20.2,0.39,0
2/6/2021 06:24:52.615,19.5,8.86,18.47,20.2,0.39,0
2/6/2021 07:10:51.062,19.5,7.84,18.47,20.2,0.39,0
2/6/2021 08:00:56.916,19.5,7.84,19.5,20.2,0.39,0
2/6/2021 09:00:15.884,19.5,7.84,18.43,20.2,0.39,0
2/6/2021 09:03:28.593,19.5,7.84,17.24,20.2,0.39,0
2/6/2021 09:06:19.390,19.5,7.84,17.24,20.2,-0.62,0
2/6/2021 09:10:42.395,19.5,7.84,16.24,20.2,-0.62,0
2/6/2021 09:50:19.131,19.5,7.84,17.26,20.2,-0.62,0
2/6/2021 10:47:30.530,19.5,7.84,18.28,20.2,-0.62,0
2/6/2021 11:58:14.550,19.5,6.81,18.28,20.2,-0.62,0
2/6/2021 12:57:26.142,19.5,6.81,18.28,19.19,-0.62,0
2/6/2021 13:34:35.067,19.5,6.81,19.29,19.19,-0.62,0
2/6/2021 14:26:18.857,19.5,6.81,20.61,19.19,-0.62,0
2/6/2021 14:39:03.113,19.5,6.81,20.61,19.19,-0.62,19.48
2/6/2021 14:39:09.113,19.5,6.81,20.61,19.19,-0.62,60.05
2/6/2021 15:03:09.634,19.5,6.81,20.61,19.19,0.45,60.05
2/6/2021 21:08:23.057,19.5,6.81,18.69,19.19,0.45,60.05
2/6/2021 21:16:23.020,19.5,6.81,16.82,19.19,0.45,60.05
2/6/2021 21:19:10.703,19.5,6.81,15.67,19.19,0.45,60.05
2/6/2021 21:22:18.463,19.5,4.92,15.67,19.19,0.45,60.05
2/6/2021 21:24:48.966,19.5,0,15.67,19.19,0.45,60.05
2/6/2021 21:24:57.398,40,0,15.67,19.19,0.45,60.05
2/6/2021 21:24:58.397,40,35,15.67,19.19,0.45,60.05
2/6/2021 21:25:04.398,18.56,35,15.67,19.19,0.45,60.05
2/6/2021 21:25:29.240,18.56,14.44,15.67,19.19,0.45,60.05
2/6/2021 21:26:56.600,18.56,14.44,15.67,22.82,0.45,60.05
2/6/2021 21:28:16.940,18.56,5.91,15.67,22.82,0.45,60.05
2/6/2021 21:30:16.426,18.56,9.81,15.67,22.82,0.45,60.05
2/6/2021 21:30:59.617,18.56,4.08,15.67,24.74,0.45,60.05
2/6/2021 21:32:04.907,18.56,4.08,15.67,22.44,0.45,60.05
2/6/2021 21:32:06.907,18.56,9.47,15.67,22.44,0.45,60.05
2/6/2021 21:32:45.038,18.56,3.95,15.67,25.06,0.45,60.05
2/6/2021 21:33:58.409,18.56,9.12,15.67,22.85,0.45,60.05
2/6/2021 21:36:29.969,18.56,9.12,16.67,22.85,0.45,60.05
2/6/2021 21:36:35.996,18.56,9.12,16.67,25.7,0.45,60.05
2/6/2021 21:36:38.003,18.56,3.46,16.67,25.7,0.45,60.05
2/6/2021 21:38:05.412,18.56,3.46,16.67,23.38,0.45,60.05
2/6/2021 21:38:41.912,35,3.46,16.67,23.38,0.45,60.05
2/6/2021 21:38:54.568,35,25.61,16.67,23.38,0.45,60.05
2/6/2021 21:39:35.739,35,25.61,16.67,32.07,0.45,60.05
2/6/2021 21:39:38.752,35,13.13,16.67,32.07,0.45,60.05
2/6/2021 21:40:13.914,35,13.13,16.67,30.46,0.45,60.05
2/6/2021 21:40:17.915,35,17.09,16.67,30.46,0.45,60.05
2/6/2021 21:42:22.429,35,17.09,17.87,30.46,0.45,60.05
2/6/2021 21:42:25.440,35,12.82,17.87,33.11,0.45,60.05
2/6/2021 21:44:22.926,35,12.82,17.87,34.17,0.45,60.05
2/6/2021 21:45:17.153,35,9.44,17.87,34.17,0.45,60.05
2/6/2021 21:47:05.599,35,9.44,17.87,36.64,0.45,60.05
2/6/2021 21:47:06.604,35,5.49,17.87,36.64,0.45,60.05
2/6/2021 21:48:00.921,35,5.49,19.89,36.64,0.45,60.05
2/6/2021 21:48:55.040,35,9.45,19.89,34.65,0.45,60.05
2/6/2021 21:49:37.211,35,3.91,19.89,37.12,0.45,60.05
2/6/2021 21:50:43.488,35,3.91,20.93,37.12,0.45,60.05
2/6/2021 21:52:06.925,35,8.78,20.93,37.12,0.45,60.05
2/6/2021 21:53:44.235,35,8.78,22.06,37.12,0.45,60.05
2/6/2021 21:53:47.248,35,8.78,22.06,34.67,0.45,60.05
2/6/2021 21:54:25.427,35,8.78,22.06,36.95,0.45,60.05
2/6/2021 21:55:31.683,35,8.78,22.06,34.54,0.45,60.05
2/6/2021 21:56:13.929,35,3.41,22.06,34.54,0.45,60.05
2/6/2021 21:56:37.961,35,6.14,23.1,35.6,0.45,60.05
2/6/2021 21:57:33.170,35,8.51,23.1,35.6,0.45,60.05
2/6/2021 21:58:08.430,35,8.51,23.1,36.83,0.45,60.05
2/6/2021 21:58:10.430,35,3.38,23.1,36.83,0.45,60.05
2/6/2021 21:59:25.610,35,3.38,23.1,34.45,0.45,60.05
2/6/2021 21:59:27.617,35,8.49,23.1,34.45,0.45,60.05
2/6/2021 22:00:04.756,35,8.49,23.1,36.74,0.45,60.05
2/6/2021 22:01:30.099,35,8.49,23.1,34.31,0.45,60.05
2/6/2021 22:01:34.118,35,8.49,24.61,34.31,0.45,60.05
2/6/2021 22:02:06.253,35,3.33,24.61,34.31,0.45,60.05
2/6/2021 22:02:17.434,35,3.33,24.61,36.32,0.45,60.05
2/6/2021 22:03:33.624,35,3.33,24.61,34.37,0.45,60.05
2/6/2021 22:03:35.632,35,8.36,24.61,34.37,0.45,60.05
2/6/2021 22:04:07.759,35,3.28,24.61,36.68,0.45,60.05
2/6/2021 22:05:07.999,35,7.53,24.61,34.66,0.45,60.05
2/6/2021 22:05:46.150,35,8.54,24.61,34.66,0.45,60.05
2/6/2021 22:06:20.438,35,3.08,24.61,36.72,0.45,60.05
2/6/2021 22:07:41.636,35,3.08,26.26,36.72,0.45,60.05
2/6/2021 22:07:57.698,35,8.37,26.26,34.26,0.45,60.05
2/6/2021 22:08:35.940,35,8.37,26.26,36.83,0.45,60.05
2/6/2021 22:08:37.940,35,2.72,26.26,36.83,0.45,60.05
2/6/2021 22:10:47.442,35,4.76,26.26,36.83,0.45,60.05
2/6/2021 22:12:46.943,35,8.42,26.26,34.15,0.45,60.05
2/6/2021 22:13:24.031,35,2.72,26.26,36.75,0.45,60.05
2/6/2021 22:13:25.035,35,2.72,27.56,36.75,0.45,60.05
2/6/2021 22:14:58.445,45,2.72,27.56,36.75,0.45,60.05
2/6/2021 22:15:03.446,45,2.72,27.56,34.31,0.45,60.05
2/6/2021 22:15:06.445,45,29.95,27.56,34.31,0.45,60.05
2/6/2021 22:15:50.630,45,29.95,27.56,43.2,0.45,60.05
2/6/2021 22:16:27.771,45,17.18,27.56,40.83,0.45,60.05
2/6/2021 22:18:57.449,45,17.18,28.81,40.83,0.45,60.05
2/6/2021 22:19:08.449,45,12.63,28.81,43.67,0.45,60.05
2/6/2021 22:22:06.162,45,9.14,28.81,45.45,0.45,60.05
2/6/2021 22:22:07.164,45,9.14,29.86,45.45,0.45,60.05
2/6/2021 22:24:12.694,45,5.65,29.86,46.82,0.45,60.05
2/6/2021 22:24:54.955,45,5.65,30.92,46.82,0.45,60.05
2/6/2021 22:26:05.150,45,9.31,30.92,44.88,0.45,60.05
2/6/2021 22:26:45.457,45,3.82,30.92,47.33,0.45,60.05
2/6/2021 22:27:29.479,45,3.82,31.92,47.33,0.45,60.05
2/6/2021 22:27:46.546,45,8.74,31.92,44.97,0.45,60.05
2/6/2021 22:28:22.690,45,8.74,31.92,47.2,0.45,60.05
2/6/2021 22:29:23.959,45,8.74,31.92,44.81,0.45,60.05
2/6/2021 22:30:04.084,45,3.69,31.92,44.81,0.45,60.05
2/6/2021 22:30:36.213,45,3.69,33.08,44.81,0.45,60.05
2/6/2021 22:30:37.216,45,7.1,33.08,44.81,0.45,60.05
2/6/2021 22:31:08.460,45,8.6,33.08,44.81,0.45,60.05
2/6/2021 22:31:47.488,45,8.6,33.08,46.98,0.45,60.05
2/6/2021 22:31:49.495,45,3.61,33.08,46.98,0.45,60.05
2/6/2021 22:33:02.798,45,3.61,33.08,44.69,0.45,60.05
2/6/2021 22:33:26.963,45,5.18,33.08,46.18,0.45,60.05
2/6/2021 22:33:42.963,45,3.34,33.08,46.18,0.45,60.05
2/6/2021 22:34:55.264,45,8.53,33.08,44.54,0.45,60.05
2/6/2021 22:36:12.571,45,8.53,34.9,44.54,0.45,60.05
2/6/2021 22:36:16.587,45,7.11,34.9,44.54,0.45,60.05
2/6/2021 22:36:51.744,45,8.42,34.9,44.54,0.45,60.05
2/6/2021 22:37:31.966,45,3.56,34.9,46.69,0.45,60.05
2/6/2021 22:38:43.211,45,3.56,34.9,44.49,0.45,60.05
2/6/2021 22:39:06.319,45,6.97,34.9,44.49,0.45,60.05
2/6/2021 22:39:29.468,45,6.97,34.9,46.8,0.45,60.05
2/6/2021 22:40:56.796,45,8.24,34.9,44.42,0.45,60.05
2/6/2021 22:41:36.970,45,3,34.9,44.42,0.45,60.05
2/6/2021 22:41:50.019,45,3,36.41,44.42,0.45,60.05
2/6/2021 22:41:57.051,45,4.87,36.41,45.89,0.45,60.05
2/6/2021 22:43:14.472,45,8.54,36.41,44.23,0.45,60.05
2/6/2021 22:43:50.540,45,8.54,36.41,46.75,0.45,60.05
2/6/2021 22:43:51.551,45,2.97,36.41,46.75,0.45,60.05
2/6/2021 22:44:46.774,45,7.18,36.41,44.75,0.45,60.05
2/6/2021 22:45:33.982,45,8.55,36.41,44.75,0.45,60.05
2/6/2021 22:46:13.143,45,3.01,36.41,46.69,0.45,60.05
2/6/2021 22:47:32.491,45,3.01,37.71,46.69,0.45,60.05
2/6/2021 22:47:35.498,45,3.01,37.71,44.39,0.45,60.05
2/6/2021 22:47:36.507,45,7.92,37.71,44.39,0.45,60.05
2/6/2021 22:48:35.762,45,2.97,37.71,46.66,0.45,60.05
2/6/2021 22:50:26.233,45,7.97,37.71,44.36,0.45,60.05
2/6/2021 22:50:57.478,45,7.97,37.71,46.7,0.45,60.05
2/6/2021 22:50:58.478,45,2.79,37.71,46.7,0.45,60.05
2/6/2021 22:52:52.479,45,2.79,37.71,44.23,0.45,60.05
2/6/2021 22:52:53.479,45,8.16,37.71,44.23,0.45,60.05
2/6/2021 22:53:05.479,45,8.16,38.79,44.23,0.45,60.05
2/6/2021 22:53:16.518,45,4.3,38.79,46,0.45,60.05
2/6/2021 22:53:28.574,45,2.78,38.79,46,0.45,60.05
2/6/2021 22:55:28.481,45,8.11,38.79,44.22,0.45,60.05
2/6/2021 22:56:06.581,45,2.6,38.79,46.73,0.45,60.05
2/6/2021 22:57:53.482,45,8.05,38.79,44.2,0.45,60.05
2/6/2021 22:58:56.485,45,3.25,38.79,46.38,0.45,60.05
2/6/2021 23:00:35.486,45,3.25,38.79,44.22,0.45,60.05
2/6/2021 23:00:36.485,45,7.96,38.79,44.22,0.45,60.05
2/6/2021 23:01:31.486,45,2.78,38.79,46.6,0.45,60.05
2/6/2021 23:01:35.486,45,2.78,40.14,46.6,0.45,60.05
2/6/2021 23:01:47.510,45,3.82,40.14,46.6,0.45,60.05
2/6/2021 23:03:24.487,45,7.9,40.14,44.23,0.45,60.05
2/6/2021 23:04:21.664,45,2.63,40.14,46.65,0.45,60.05
2/6/2021 23:04:35.720,45,3.72,40.14,46.65,0.45,60.05
2/6/2021 23:06:08.491,45,7.79,40.14,44.27,0.45,60.05
2/6/2021 23:07:19.494,45,2.45,40.14,46.72,0.45,60.05
2/6/2021 23:09:08.831,45,7.64,40.14,44.32,0.45,60.05
2/6/2021 23:09:50.000,45,7.64,41.17,44.32,0.45,60.05
2/6/2021 23:10:16.106,45,4.84,41.17,45.64,0.45,60.05
2/6/2021 23:10:31.757,45,2.2,41.17,46.82,0.45,60.05
2/6/2021 23:12:31.675,45,7.39,41.17,44.42,0.45,60.05
2/6/2021 23:14:14.512,45,2.76,41.17,46.54,0.45,60.05
2/6/2021 23:15:28.501,45,7.05,41.17,44.52,0.45,60.05
2/6/2021 23:18:01.024,45,2.8,41.17,46.5,0.45,60.05
2/6/2021 23:18:45.504,45,6.2,41.17,44.89,0.45,60.05
2/6/2021 23:21:25.005,45,6.2,42.31,44.89,0.45,60.05
2/6/2021 23:22:00.011,45,3.1,42.31,46.34,0.45,60.05
2/6/2021 23:23:56.509,45,6.74,42.31,44.64,0.45,60.05
2/6/2021 23:25:57.016,45,2.84,42.31,46.42,0.45,60.05
2/6/2021 23:27:09.306,45,2.84,42.31,44.86,0.45,60.05
2/6/2021 23:27:15.325,45,6.16,42.31,44.86,0.45,60.05
2/6/2021 23:30:30.019,45,4.64,42.31,44.86,0.45,60.05
2/6/2021 23:32:17.102,50,4.64,42.31,44.86,0.45,60.05
2/6/2021 23:32:28.523,50,17.34,42.31,44.86,0.45,60.05
2/6/2021 23:32:55.665,50,10.64,42.31,48.06,0.45,60.05
2/6/2021 23:33:28.040,50,8.27,42.31,49.21,0.45,60.05
2/6/2021 23:35:36.304,50,8.27,43.38,49.21,0.45,60.05
2/6/2021 23:35:45.086,50,6.74,43.38,49.21,0.45,60.05
2/6/2021 23:37:07.662,50,9.66,43.38,49.21,0.45,60.05
2/6/2021 23:37:54.853,50,9.66,43.38,51.2,0.45,60.05
2/6/2021 23:37:55.521,50,4.3,43.38,51.2,0.45,60.05
2/6/2021 23:38:35.022,50,7.69,43.38,49.62,0.45,60.05
2/6/2021 23:39:36.268,50,3.48,43.38,49.62,0.45,60.05
2/6/2021 23:40:32.052,60,3.48,43.38,49.62,0.45,60.05
2/6/2021 23:40:40.530,60,29.99,43.38,49.62,0.45,60.05
2/6/2021 23:41:24.237,60,29.99,43.38,57.27,0.45,60.05
2/6/2021 23:41:24.711,60,14.07,43.38,57.27,0.45,60.05
2/6/2021 23:42:13.025,60,14.07,43.38,55.39,0.45,60.05
2/6/2021 23:42:17.025,60,18.85,43.38,55.39,0.45,60.05
2/6/2021 23:44:06.365,60,18.85,44.81,55.39,0.45,60.05
2/6/2021 23:44:14.527,60,14.28,44.81,58.13,0.45,60.05
2/6/2021 23:47:01.064,60,14.28,44.81,59.54,0.45,60.05
2/6/2021 23:47:03.072,60,11.91,44.81,59.54,0.45,60.05
2/6/2021 23:49:14.593,60,11.91,46.46,59.54,0.45,60.05
2/6/2021 23:49:50.032,60,9.32,46.46,60.71,0.45,60.05
2/6/2021 23:52:08.534,60,9.32,46.46,62.12,0.45,60.05
2/6/2021 23:52:12.534,60,5.55,46.46,62.12,0.45,60.05
2/6/2021 23:52:13.295,60,5.55,47.53,62.12,0.45,60.05
2/6/2021 23:52:44.535,60,6.81,47.53,62.12,0.45,60.05
2/6/2021 23:54:46.036,60,8.84,47.53,60.22,0.45,60.05
2/6/2021 23:55:11.037,60,8.84,48.64,60.22,0.45,60.05
2/6/2021 23:55:31.098,60,4.03,48.64,62.34,0.45,60.05
2/6/2021 23:56:31.331,60,8.71,48.64,62.34,0.45,60.05
2/6/2021 23:57:14.539,60,3.89,48.64,62.34,0.45,60.05
2/6/2021 23:58:18.762,60,3.89,48.64,59.92,0.45,60.05
2/6/2021 23:58:22.777,60,3.89,49.72,59.92,0.45,60.05
2/6/2021 23:58:24.784,60,8.29,49.72,59.92,0.45,60.05
2/6/2021 23:59:00.040,60,8.29,49.72,61.91,0.45,60.05
2/7/2021 00:00:06.199,60,8.29,49.72,59.88,0.45,60.05
2/7/2021 00:00:43.541,60,4.02,49.72,59.88,0.45,60.05
2/7/2021 00:01:14.542,60,6.8,49.72,59.88,0.45,60.05
2/7/2021 00:01:56.540,60,8.52,49.72,59.88,0.45,60.05
2/7/2021 00:02:35.543,60,8.52,49.72,61.82,0.45,60.05
2/7/2021 00:02:36.541,60,3.84,49.72,61.82,0.45,60.05
2/7/2021 00:03:37.044,60,3.84,51.24,61.82,0.45,60.05
2/7/2021 00:04:04.139,60,7.04,51.24,60.29,0.45,60.05
2/7/2021 00:04:33.544,60,7.04,51.24,61.77,0.45,60.05
2/7/2021 00:04:34.543,60,3.69,51.24,61.77,0.45,60.05
2/7/2021 00:05:49.571,60,3.69,51.24,59.63,0.45,60.05
2/7/2021 00:05:50.569,60,8.23,51.24,59.63,0.45,60.05
2/7/2021 00:06:54.545,60,5.46,51.24,60.81,0.45,60.05
2/7/2021 00:07:49.546,60,8.37,51.24,59.48,0.45,60.05
2/7/2021 00:08:35.641,60,3.55,51.24,61.65,0.45,60.05
2/7/2021 00:09:30.547,60,3.55,52.66,61.65,0.45,60.05
2/7/2021 00:09:44.548,60,7.78,52.66,59.65,0.45,60.05
2/7/2021 00:10:41.048,60,3.58,52.66,61.56,0.45,60.05
2/7/2021 00:12:08.145,60,8.29,52.66,59.36,0.45,60.05
2/7/2021 00:12:34.050,60,4.93,52.66,60.91,0.45,60.05
2/7/2021 00:14:21.054,60,8.2,52.66,59.35,0.45,60.05
2/7/2021 00:15:02.055,60,3.39,52.66,59.35,0.45,60.05
2/7/2021 00:15:16.055,60,3.39,53.85,59.35,0.45,60.05
2/7/2021 00:15:24.054,60,4.78,53.85,60.84,0.45,60.05
2/7/2021 00:16:44.054,60,8.12,53.85,59.33,0.45,60.05
2/7/2021 00:17:22.120,60,8.12,53.85,61.42,0.45,60.05
2/7/2021 00:17:24.130,60,3.51,53.85,61.42,0.45,60.05
2/7/2021 00:18:14.119,60,6.63,53.85,59.93,0.45,60.05
2/7/2021 00:19:07.058,60,7.99,53.85,59.93,0.45,60.05
2/7/2021 00:19:46.059,60,7.99,53.85,61.42,0.45,60.05
2/7/2021 00:19:47.063,60,3.41,53.85,61.42,0.45,60.05
2/7/2021 00:21:04.058,60,7.63,54.85,59.44,0.45,60.05
2/7/2021 00:22:06.745,60,3.07,54.85,61.54,0.45,60.05
2/7/2021 00:23:54.217,60,7.79,54.85,59.35,0.45,60.05
2/7/2021 00:24:35.384,60,7.79,54.85,61.51,0.45,60.05
2/7/2021 00:24:36.389,60,3.06,54.85,61.51,0.45,60.05
2/7/2021 00:26:22.855,60,7.87,54.85,59.28,0.45,60.05
2/7/2021 00:26:44.065,60,6.38,54.85,59.28,0.45,60.05
2/7/2021 00:27:09.066,60,6.38,54.85,61.45,0.45,60.05
2/7/2021 00:27:10.065,60,3.1,54.85,61.45,0.45,60.05
2/7/2021 00:28:55.568,60,3.1,54.85,59.27,0.45,60.05
2/7/2021 00:28:56.567,60,7.82,54.85,59.27,0.45,60.05
2/7/2021 00:29:07.568,60,7.82,56,59.27,0.45,60.05
2/7/2021 00:29:33.680,60,3.88,56,61.1,0.45,60.05
2/7/2021 00:31:26.160,60,7.62,56,59.33,0.45,60.05
2/7/2021 00:32:22.397,60,7.62,56,61.44,0.45,60.05
2/7/2021 00:32:23.396,60,3.03,56,61.44,0.45,60.05
2/7/2021 00:34:16.881,60,3.03,56,59.3,0.45,60.05
2/7/2021 00:34:22.909,60,7.69,56,59.3,0.45,60.05
2/7/2021 00:35:13.115,60,3.31,56,61.29,0.45,60.05
2/7/2021 00:37:04.586,60,3.31,56,59.33,0.45,60.05
2/7/2021 00:37:05.595,60,7.61,56,59.33,0.45,60.05
2/7/2021 00:37:53.791,60,3.1,56,61.39,0.45,60.05
2/7/2021 00:39:33.197,60,3.1,56,59.39,0.45,60.05
2/7/2021 00:39:57.297,60,7.41,56,59.39,0.45,60.05
2/7/2021 00:40:50.578,60,7.41,57.23,59.39,0.45,60.05
2/7/2021 00:40:53.578,60,3.06,57.23,61.4,0.45,60.05
2/7/2021 00:42:34.080,60,3.06,57.23,59.38,0.45,60.05
2/7/2021 00:42:36.079,60,7.4,57.23,59.38,0.45,60.05
2/7/2021 00:43:43.262,60,5.48,57.23,59.38,0.45,60.05
2/7/2021 00:43:44.259,60,5.48,57.23,60.39,0.45,60.05
2/7/2021 00:44:01.340,60,5.48,57.23,61.56,0.45,60.05
2/7/2021 00:44:03.342,60,2.69,57.23,61.56,0.45,60.05
2/7/2021 00:45:26.711,60,7.1,57.23,59.48,0.45,60.05
2/7/2021 00:47:24.084,60,7.1,57.23,61.57,0.45,60.05
2/7/2021 00:47:25.178,60,2.57,57.23,61.57,0.45,60.05
2/7/2021 00:48:46.585,60,2.57,57.23,59.53,0.45,60.05
2/7/2021 00:49:10.601,60,6.91,57.23,59.53,0.45,60.05
2/7/2021 00:51:01.087,60,2.6,57.23,61.53,0.45,60.05
2/7/2021 00:52:13.088,60,6.4,57.23,59.73,0.45,60.05
2/7/2021 00:54:46.091,60,6.4,58.3,59.73,0.45,60.05
2/7/2021 00:54:53.091,60,2.89,58.3,61.36,0.45,60.05
2/7/2021 00:56:28.397,60,6.58,58.3,59.63,0.45,60.05
2/7/2021 00:58:42.931,60,3.15,58.3,61.2,0.45,60.05
2/7/2021 01:00:31.360,60,6.42,58.3,59.67,0.45,60.05
2/7/2021 01:02:35.833,60,6.42,58.3,60.76,0.45,60.05
2/7/2021 01:02:37.841,60,4.03,58.3,60.76,0.45,60.05
2/7/2021 01:03:33.099,60,5.88,58.3,60.76,0.45,60.05
2/7/2021 01:04:09.600,60,5.88,58.3,59.72,0.45,60.05
2/7/2021 01:05:36.600,60,3.11,58.3,61.16,0.45,60.05
2/7/2021 01:06:21.612,60,3.11,58.3,60.12,0.45,60.05
2/7/2021 01:06:22.615,60,5.27,58.3,60.12,0.45,60.05
2/7/2021 01:10:49.606,60,3.13,58.3,60.12,0.45,60.05
